# Accelerometer Data File
# Started @Fri Apr 23 12:23:37 GMT+01:00 2021
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
5.178 7.101 3.785 0
5.233 7.347 3.622 9
5.013 7.319 3.667 10
4.793 7.29 3.713 11
4.85 7.173 3.67 10
4.865 6.943 3.653 9
5.001 6.789 3.761 10
5.142 6.766 3.732 10
5.274 6.847 3.639 10
5.274 6.993 3.581 11
5.147 7.187 3.481 9
4.922 7.149 3.627 10
4.795 7.036 3.615 10
4.8 6.859 3.567 10
4.898 6.72 3.303 11
5.111 6.806 3.184 9
5.226 6.967 3.222 10
5.319 7.194 3.488 10
5.319 7.383 3.969 10
5.19 7.271 4.417 10
5.111 6.957 4.838 10
5.054 6.576 5.032 10
5.006 6.433 5.051 10
5.066 6.469 4.85 11
4.97 6.627 4.625 9
4.915 6.847 4.41 10
4.85 6.83 4.369 10
4.809 6.847 4.307 10
4.869 6.797 4.412 10
4.888 6.684 4.508 11
5.001 6.555 4.546 10
5.09 6.392 4.606 9
5.26 6.447 4.587 10
5.47 6.562 4.668 11
5.588 6.694 4.807 9
5.688 6.914 4.951 10
5.712 7.062 5.056 10
5.638 7.115 5.226 10
5.602 7.034 5.346 10
5.583 6.864 5.461 10
5.612 6.675 5.303 10
5.626 6.416 4.9 10
5.602 6.291 4.548 10
5.377 6.019 4.333 11
5.104 5.765 4.39 10
4.683 5.446 4.805 9
4.311 5.013 5.312 10
4.141 4.728 5.683 10
3.895 4.436 5.865 10
3.869 4.314 5.77 11
3.78 4.103 5.638 9
3.646 3.809 5.528 10
3.588 3.521 5.607 10
3.327 3.438 5.633 10
2.978 3.751 5.576 13
2.674 4.149 5.497 7
2.444 4.606 5.31 10
2.418 4.86 5.176 10
2.717 5.042 4.829 10
3.363 5.346 4.41 10
3.936 5.59 4.098 10
4.86 5.884 3.83 10
5.559 6.057 3.801 10
5.954 6.124 3.931 10
6.203 6.246 4.299 10
6.1 6.318 4.625 10
6.009 6.397 5.212 10
5.875 6.459 5.712 10
5.755 6.373 5.872 10
5.427 6.375 5.918 10
5.087 6.37 5.702 10
4.235 6.569 5.693 10
2.937 6.902 6.153 10
1.848 7.146 6.727 10
0.567 7.343 7.108 10
-0.201 7.335 7.283 10
-0.222 7.429 7.094 10
0.189 7.524 6.452 10
0.792 7.668 6.004 10
2.011 7.79 5.468 10
3.371 7.623 4.915 11
4.297 7.453 4.814 10
5.422 7.141 4.632 9
5.932 6.852 4.539 11
6.303 6.976 4.604 10
6.279 7.115 4.68 10
6.057 7.395 4.838 10
5.626 7.721 5.535 10
5.023 7.781 6.086 10
4.843 7.706 6.552 10
4.596 7.541 6.991 10
4.558 7.331 6.89 10
4.302 7.065 6.864 10
4.017 6.919 6.909 10
3.505 6.828 6.981 10
2.657 6.679 7.271 10
2.027 6.586 7.486 10
1.386 6.476 8.032 9
1.381 6.399 8.255 11
1.711 6.38 8.259 10
2.477 6.457 7.716 9
3.256 6.55 6.842 10
3.778 6.806 6.054 10
4.211 7.007 5.238 10
4.209 7.113 4.97 11
4.22 6.895 5.068 9
4.146 6.517 5.406 10
4.137 6.105 5.861 10
3.928 5.717 6.641 10
3.706 5.652 7.055 11
3.074 5.535 7.752 9
2.207 5.473 8.537 10
1.539 5.386 8.997 10
1.003 5.36 9.234 10
0.876 5.386 9.188 11
1.244 5.602 8.604 9
1.616 5.889 7.963 10
1.855 6.117 7.544 10
2.037 6.447 7.07 10
1.982 6.622 6.957 11
1.807 6.66 6.971 9
1.517 6.562 7.134 10
1.285 6.361 7.352 10
1.051 6.102 7.532 10
0.897 5.966 7.575 11
0.859 5.966 7.469 9
0.857 6.09 7.383 10
0.857 6.272 7.335 10
0.895 6.39 7.29 10
0.825 6.461 7.292 11
0.72 6.409 7.275 9
0.608 6.244 7.455 10
0.493 6.086 7.699 10
0.428 5.88 7.946 10
0.241 5.556 8.123 11
0.062 5.346 8.104 9
-0.177 5.092 8.054 10
-0.414 4.955 7.967 10
-0.529 4.936 7.951 10
-0.509 5.008 7.943 11
-0.43 5.123 7.967 9
-0.112 5.25 7.92 10
0.239 5.317 7.841 10
0.457 5.293 7.752 10
0.629 5.219 7.742 11
0.617 5.109 7.79 9
0.541 5.001 8.018 10
0.483 4.841 8.303 10
0.471 4.73 8.508 10
0.462 4.587 8.7 11
0.476 4.534 8.655 9
0.471 4.534 8.552 10
0.347 4.481 8.492 10
0.22 4.462 8.446 10
0.009 4.338 8.942 11
-0.129 4.295 8.825 9
-0.148 4.304 8.664 11
0.505 4.656 8.331 9
1.249 5.08 7.546 10
2.035 5.451 7.333 11
2.657 5.753 7.261 9
2.607 5.712 7.362 10
2.506 5.667 7.556 10
2.31 5.554 7.781 10
2.276 5.511 7.864 11
2.327 5.394 7.85 9
2.427 5.281 7.742 10
2.389 5.154 7.599 10
2.317 4.982 7.51 10
2.161 4.884 7.52 11
2.023 4.774 7.513 9
2.006 4.716 7.551 10
1.936 4.675 7.56 10
1.75 4.647 7.627 10
1.546 4.63 7.711 11
1.266 4.623 7.893 9
1.072 4.644 8.049 10
1.053 4.651 8.161 10
1.103 4.642 8.219 10
1.23 4.623 8.178 11
1.436 4.616 8.113 9
1.558 4.625 7.97 10
1.611 4.651 7.881 10
1.611 4.678 7.785 10
1.532 4.692 7.714 11
1.501 4.687 7.778 9
1.525 4.695 7.881 10
1.601 4.702 7.991 10
1.675 4.723 8.111 10
1.728 4.75 8.159 11
1.731 4.762 8.135 9
1.721 4.752 8.042 10
1.714 4.728 7.939 10
1.656 4.683 7.821 10
1.501 4.644 7.802 11
1.357 4.627 7.852 9
1.192 4.604 7.953 10
1.077 4.601 8.068 10
1.091 4.606 8.106 10
1.106 4.637 8.099 11
1.142 4.675 8.042 9
1.151 4.733 7.975 10
1.125 4.778 7.92 10
1.082 4.812 7.946 10
1.024 4.876 7.982 11
0.993 4.922 8.027 9
0.938 5.008 8.08 10
0.847 5.097 8.161 10
0.77 5.154 8.233 12
0.766 5.25 8.317 9
0.785 5.305 8.394 9
0.912 5.36 8.37 10
1.072 5.415 8.3 10
1.161 5.432 8.219 10
1.201 5.456 8.118 11
1.187 5.463 8.054 9
1.041 5.475 8.097 10
0.825 5.489 8.233 10
0.658 5.497 8.389 10
0.502 5.497 8.571 11
0.497 5.492 8.609 9
0.562 5.485 8.554 10
0.679 5.487 8.396 11
0.785 5.497 8.212 10
0.811 5.489 8.075 10
0.876 5.48 7.951 9
0.888 5.461 7.929 10
0.955 5.382 7.948 10
1.048 5.319 8.001 11
1.156 5.226 8.061 10
1.29 5.133 8.121 10
1.369 5.099 8.14 10
1.446 5.068 8.147 10
1.434 5.042 8.137 10
1.395 5.015 8.128 10
1.359 4.989 8.125 10
1.326 4.96 8.135 10
1.345 4.948 8.111 10
1.374 4.881 8.044 10
1.4 4.814 7.97 10
1.383 4.73 7.91 10
1.35 4.659 7.881 10
1.304 4.663 7.915 10
1.266 4.644 7.931 10
1.271 4.642 7.934 10
1.28 4.62 7.929 10
1.3 4.58 7.888 10
1.312 4.563 7.864 10
1.309 4.565 7.869 10
1.302 4.587 7.881 10
1.285 4.594 7.953 10
1.283 4.599 8.037 10
1.295 4.584 8.092 10
1.34 4.613 8.075 10
1.388 4.654 8.015 10
1.367 4.707 7.946 10
1.242 4.728 7.989 10
1.084 4.707 8.104 9
0.79 4.582 8.477 11
0.612 4.458 8.418 10
0.538 4.364 8.245 10
0.701 4.402 8.066 10
1.0 4.544 7.627 10
1.197 4.666 7.716 10
1.398 4.738 7.884 10
1.362 4.678 8.058 10
1.335 4.642 8.192 10
1.35 4.616 8.231 10
1.312 4.616 8.125 10
1.252 4.627 8.027 10
1.182 4.616 7.97 10
1.137 4.606 7.948 10
1.146 4.596 8.046 10
1.177 4.575 8.137 9
1.247 4.577 8.252 11
1.292 4.577 8.331 9
1.355 4.673 8.396 10
1.398 4.795 8.494 10
1.403 4.893 8.568 10
1.417 4.991 8.614 11
1.407 5.018 8.619 9
1.371 5.035 8.583 10
1.288 5.018 8.552 10
1.194 5.001 8.549 11
1.132 4.977 8.494 9
1.115 4.936 8.446 10
1.154 4.953 8.315 10
1.103 5.023 8.106 10
0.962 5.154 7.896 20
0.804 5.262 7.69 10
0.639 5.346 7.563 10
0.596 5.386 7.548 10
0.612 5.372 7.589 10
0.715 5.363 7.661 10
0.785 5.243 7.831 10
0.821 5.114 7.965 10
0.873 5.066 8.128 10
0.857 5.037 8.255 10
0.852 5.118 8.324 10
0.866 5.216 8.37 10
0.864 5.233 8.386 10
0.785 5.276 8.444 10
0.703 5.319 8.434 10
0.603 5.346 8.449 10
0.299 5.355 8.465 10
0.071 5.339 8.441 10
-0.232 5.298 8.358 10
-0.648 5.224 8.255 10
-0.861 5.166 8.149 10
