# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
5.889 6.260 3.605 0.000
5.901 6.339 3.696 9.000
5.913 6.418 3.787 10.000
5.870 6.382 3.617 10.000
5.918 6.315 3.509 10.000
5.880 6.270 3.385 10.000
5.815 6.303 3.366 10.000
5.726 6.387 3.521 10.000
5.693 6.505 3.641 10.000
5.722 6.617 3.711 10.000
5.765 6.572 3.718 10.000
5.841 6.512 3.634 10.000
5.863 6.418 3.586 10.000
5.837 6.349 3.660 10.000
5.863 6.349 3.701 10.000
5.856 6.363 3.833 10.000
5.841 6.354 3.871 10.000
5.875 6.320 3.787 10.000
5.844 6.311 3.687 10.000
5.889 6.232 3.545 10.000
5.942 6.177 3.497 10.000
6.021 6.121 3.512 10.000
6.124 6.052 3.533 10.000
5.990 6.162 3.552 10.000
5.892 6.256 3.387 10.000
5.767 6.349 3.160 10.000
5.779 6.315 2.975 10.000
5.963 6.193 2.676 10.000
6.112 6.088 2.561 10.000
6.126 6.014 3.337 10.000
6.004 6.066 4.070 11.000
5.336 6.064 4.326 9.000
4.857 6.313 5.037 11.000
4.513 6.531 4.857 9.000
3.895 6.849 5.013 10.000
3.811 7.201 5.803 11.000
3.840 7.323 5.597 9.000
4.010 7.400 5.161 11.000
4.453 7.376 4.390 9.000
4.592 7.156 3.909 11.000
4.611 7.031 3.909 10.000
4.489 6.952 4.139 9.000
4.582 6.842 4.467 11.000
4.979 6.928 4.505 9.000
5.178 6.955 4.675 10.000
5.463 6.940 4.900 11.000
5.533 6.957 5.027 9.000
5.619 6.835 5.114 10.000
5.722 6.655 5.128 10.000
5.647 6.619 5.130 10.000
5.547 6.754 5.006 10.000
5.430 7.026 4.922 10.000
5.157 7.287 4.891 10.000
4.975 7.445 4.817 10.000
4.726 7.369 5.001 11.000
4.659 7.335 5.037 10.000
4.747 7.314 5.020 9.000
4.757 7.299 5.202 10.000
4.874 7.374 4.960 10.000
4.809 7.405 4.867 10.000
4.529 7.417 4.841 11.000
4.328 7.422 4.616 9.000
4.070 7.309 5.418 10.000
4.015 7.352 5.305 10.000
4.175 7.414 5.125 10.000
4.292 7.316 5.434 11.000
4.453 7.311 5.008 9.000
4.343 7.321 5.633 10.000
4.369 7.754 5.777 11.000
4.438 8.348 5.432 9.000
4.364 8.255 4.606 11.000
4.209 7.053 5.284 9.000
3.916 5.427 6.442 11.000
3.466 4.311 7.508 9.000
3.160 3.883 9.054 10.000
3.134 4.908 8.451 11.000
1.867 5.777 7.235 9.000
