# Accelerometer Data File
# Started @Fri Apr 23 12:29:11 GMT+01:00 2021
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
4.534 6.574 4.51 0
4.616 6.586 4.702 29
4.63 6.519 4.754 10
4.697 6.308 4.639 20
4.814 6.196 4.675 10
4.872 6.117 4.635 10
4.979 6.136 4.853 10
5.032 6.212 5.046 10
5.035 6.191 5.09 10
5.001 6.133 5.152 10
4.984 6.057 5.094 10
4.944 6.1 5.164 10
4.965 6.222 5.245 10
5.023 6.38 5.307 10
5.006 6.457 5.427 10
4.951 6.387 5.485 10
4.833 6.239 5.53 10
4.795 6.133 5.504 10
4.831 6.11 5.42 10
4.879 6.165 5.231 10
4.944 6.11 4.989 20
4.845 6.114 5.025 10
4.747 6.119 5.061 10
4.671 6.169 5.317 10
4.596 6.399 5.681 10
4.606 6.526 5.839 10
4.668 6.605 5.846 10
4.702 6.572 5.633 11
4.716 6.469 5.365 9
4.663 6.174 5.056 10
4.558 5.928 4.898 10
4.604 5.786 4.996 11
4.778 5.695 5.085 9
5.02 5.796 5.214 10
5.343 6.016 5.42 10
5.554 6.186 5.487 10
5.588 6.222 5.664 11
5.635 6.196 5.861 9
5.602 6.05 5.98 10
5.595 6.014 6.1 10
5.635 6.062 6.119 10
5.679 6.141 6.141 10
5.7 5.944 6.047 10
5.695 5.638 5.954 10
5.679 5.279 5.667 10
5.307 4.819 5.465 10
4.958 4.635 5.379 10
3.191 3.967 5.576 10
1.436 3.351 5.966 10
-0.806 2.908 6.878 10
-2.731 3.687 7.529 10
-3.239 4.948 7.898 10
-3.902 6.785 8.214 10
-3.739 8.58 7.9 10
-3.61 8.738 8.054 10
-2.509 8.463 7.979 10
-1.252 7.613 7.958 10
0.658 6.624 7.489 10
2.557 5.983 6.983 10
3.483 5.774 6.706 10
4.539 5.494 6.543 10
4.941 5.353 6.828 10
5.224 5.298 6.895 10
5.872 5.279 6.914 10
6.392 5.331 6.818 10
7.036 5.303 6.519 10
7.527 5.257 6.268 10
7.491 4.979 6.081 10
7.438 4.469 6.129 10
7.261 4.041 6.38 11
7.374 3.435 6.667 9
7.886 2.894 6.806 10
8.415 2.585 6.71 10
9.224 2.315 6.387 10
9.744 2.221 6.028 11
9.811 2.463 5.434 9
9.483 2.942 5.068 10
8.875 3.383 4.929 10
8.106 3.837 5.207 10
7.551 4.089 5.851 10
7.429 3.962 6.335 10
7.309 3.818 6.749 10
7.35 3.66 6.746 10
7.122 3.584 6.675 10
6.399 3.813 6.332 10
5.674 4.06 6.059 10
4.644 4.386 6.028 10
3.883 4.63 6.066 10
3.383 4.668 6.892 10
2.724 4.56 8.066 10
2.37 4.374 8.997 10
1.8 3.964 9.976 10
1.426 3.596 10.371 10
0.988 3.134 10.232 10
0.517 2.628 10.062 10
0.26 2.346 9.844 10
0.172 2.097 9.962 10
0.318 1.92 10.103 10
0.497 1.786 10.275 10
0.79 1.541 10.113 11
0.914 1.264 9.615 9
0.998 1.11 9.153 10
0.991 0.95 8.738 10
0.871 0.9 8.659 10
0.43 0.766 8.726 11
0.019 0.675 8.92 9
-0.533 0.392 9.129 10
-1.17 -0.064 9.023 10
-1.486 -0.438 8.772 10
-1.642 -0.816 8.461 11
-1.618 -1.06 7.817 9
