# Accelerometer Data File
# Started @Fri Apr 23 12:19:17 GMT+01:00 2021
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
2.02 8.269 4.17 0
1.702 8.188 4.431 9
1.699 8.137 4.525 10
1.613 8.063 4.525 11
2.011 8.066 4.443 10
2.375 8.169 4.319 9
2.262 8.2 4.41 10
2.03 8.25 4.558 10
1.75 8.228 4.663 10
1.467 8.202 4.747 11
1.345 8.216 4.783 9
1.45 8.216 4.685 10
1.57 8.204 4.683 10
1.692 8.197 4.702 10
1.795 8.185 4.69 11
1.798 8.166 4.75 9
1.786 8.159 4.714 10
1.793 8.171 4.702 10
1.819 8.188 4.721 10
1.812 8.183 4.75 11
1.778 8.19 4.797 9
1.726 8.178 4.821 10
1.661 8.238 4.819 10
1.623 8.322 4.812 10
1.606 8.291 4.824 11
1.642 8.298 4.788 9
1.69 8.233 4.778 10
1.735 8.197 4.79 11
1.745 8.231 4.759 9
1.702 8.226 4.776 11
1.644 8.233 4.833 9
1.589 8.212 4.869 10
1.611 8.204 4.874 10
1.673 8.2 4.819 10
1.75 8.183 4.723 11
1.824 8.185 4.714 9
1.862 8.207 4.74 10
1.874 8.221 4.845 10
1.898 8.228 4.92 11
1.924 8.216 4.908 10
1.968 8.18 4.855 10
2.035 8.147 4.757 10
2.09 8.121 4.69 10
2.164 8.085 4.647 10
2.221 8.073 4.644 10
2.248 8.097 4.642 10
2.272 8.078 4.62 10
2.276 8.068 4.575 10
2.26 7.977 4.63 10
2.236 7.852 4.711 10
2.183 7.752 4.726 10
2.149 7.771 4.781 10
2.138 7.872 4.735 10
2.109 8.078 4.762 10
2.104 8.202 4.867 10
2.08 8.207 4.932 10
2.111 8.192 5.035 10
2.159 8.073 5.066 10
2.267 8.046 5.159 10
2.437 7.943 5.135 10
2.552 7.86 5.073 10
2.657 7.649 4.953 10
2.535 7.285 4.831 11
2.351 6.998 4.826 9
1.912 6.687 4.829 10
1.484 6.502 4.888 10
0.967 6.507 4.865 10
0.45 6.512 4.841 10
0.016 6.634 4.912 10
-0.342 6.952 4.941 10
-0.438 7.242 5.001 10
-0.282 7.795 4.826 10
0.275 8.456 4.314 10
0.758 8.92 3.845 10
1.233 9.399 3.337 10
1.455 9.615 3.064 10
1.314 9.526 3.141 10
