# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
5.676 5.612 4.197 0.000
5.837 5.492 4.386 9.000
5.485 5.193 4.376 11.000
5.221 5.221 4.551 9.000
5.200 5.463 4.750 10.000
5.425 5.707 5.051 11.000
5.760 6.038 5.339 9.000
5.877 5.973 5.154 11.000
5.834 5.870 4.970 9.000
5.544 5.765 4.683 10.000
5.164 5.650 4.891 10.000
5.197 5.544 5.185 10.000
5.391 5.477 5.480 11.000
5.724 5.453 5.604 9.000
6.148 5.439 5.233 10.000
6.260 5.485 5.056 10.000
6.215 5.509 4.843 11.000
6.030 5.489 4.800 10.000
5.731 5.363 5.020 9.000
5.458 5.233 5.248 10.000
5.494 5.446 5.724 11.000
5.566 5.671 5.822 9.000
5.753 6.004 5.657 11.000
5.978 5.920 5.111 10.000
5.987 5.413 4.388 10.000
5.961 4.893 4.043 10.000
5.748 4.450 4.223 10.000
5.497 4.424 4.783 10.000
5.358 4.596 5.683 10.000
5.585 4.802 6.349 10.000
5.999 4.932 6.490 10.000
6.591 4.965 5.980 10.000
7.134 4.903 5.094 10.000
7.007 4.845 4.716 10.000
6.612 4.951 4.750 10.000
6.040 5.152 5.434 10.000
5.446 5.528 6.258 10.000
5.216 5.547 6.751 10.000
5.255 5.403 6.833 10.000
5.556 4.953 6.330 10.000
5.880 4.328 5.688 10.000
6.160 3.828 4.948 10.000
6.291 3.624 5.090 10.000
6.160 3.727 5.815 10.000
5.918 3.945 6.861 10.000
5.659 4.357 8.063 10.000
5.702 4.386 8.281 10.000
5.568 4.367 8.975 10.000
5.544 4.232 9.349 10.000
5.425 4.151 9.773 10.000
5.152 4.156 10.299 10.000
5.511 4.072 9.445 10.000
5.463 3.517 7.991 10.000
5.511 2.908 6.488 10.000
3.284 1.656 5.260 10.000
-0.883 -0.395 5.442 10.000
-4.644 -1.975 6.222 10.000
-7.070 -2.803 7.034 10.000
-7.220 -2.987 7.570 10.000
-5.784 -0.102 6.687 10.000
-4.912 4.067 7.031 10.000
-5.377 7.486 7.345 10.000
-5.489 10.125 8.339 10.000
-5.702 10.630 10.247 10.000
-4.589 8.846 10.182 10.000
-2.329 7.101 10.330 10.000
-0.421 6.136 9.799 10.000
1.893 5.181 9.105 10.000
3.512 5.109 9.045 10.000
3.983 4.999 8.772 10.000
4.276 4.850 8.497 10.000
4.161 4.692 8.384 10.000
4.034 4.625 8.441 10.000
3.962 4.410 8.365 10.000
4.070 4.232 8.291 10.000
4.137 3.835 8.274 10.000
4.151 3.466 8.197 10.000
4.091 3.098 8.446 10.000
4.103 2.679 8.726 10.000
4.156 2.480 8.949 10.000
4.309 2.269 9.026 10.000
4.376 2.109 8.884 10.000
4.371 1.999 8.712 10.000
4.261 1.628 8.736 10.000
4.050 1.268 8.906 10.000
3.928 0.706 9.131 10.000
3.766 -0.083 9.524 10.000
3.708 -0.612 9.720 10.000
3.378 -1.288 9.952 10.000
3.064 -1.661 10.156 10.000
2.806 -1.941 10.278 10.000
2.686 -2.518 10.089 10.000
2.839 -2.949 9.864 10.000
3.093 -3.265 9.382 10.000
2.913 -3.268 8.949 10.000
2.595 -2.973 8.827 10.000
2.102 -2.528 8.588 10.000
1.508 -2.197 8.604 10.000
1.398 -1.924 8.662 10.000
1.115 -1.510 8.899 10.000
1.007 -1.247 9.253 10.000
0.675 -0.969 9.548 10.000
0.277 -0.814 9.667 10.000
0.102 -1.063 9.672 10.000
0.225 -1.522 9.667 10.000
0.572 -1.996 9.722 10.000
0.909 -2.542 9.849 10.000
1.015 -2.765 9.727 10.000
0.823 -2.777 9.615 10.000
0.943 -2.829 9.234 10.000
1.072 -2.810 8.781 10.000
1.465 -2.956 8.161 10.000
1.644 -3.045 7.666 10.000
1.513 -3.093 7.438 10.000
1.374 -3.026 7.292 10.000
1.154 -2.853 7.498 10.000
0.986 -2.762 7.477 10.000
0.790 -2.624 7.479 10.000
0.600 -2.600 7.400 10.000
0.280 -2.645 7.302 10.000
0.090 -2.925 7.254 10.000
-0.069 -3.253 7.182 10.000
-0.304 -3.105 7.302 10.000
-0.407 -2.887 7.441 10.000
-0.526 -2.327 7.699 10.000
-0.766 -1.972 7.975 10.000
-0.931 -2.094 8.058 10.000
-1.127 -2.415 8.133 10.000
-1.278 -2.820 8.140 10.000
-1.441 -3.057 8.477 10.000
-1.462 -3.375 8.707 16.000
-1.453 -3.495 8.947 11.000
-1.596 -3.787 8.748 3.000
-1.663 -3.895 8.602 12.000
-1.872 -3.921 8.564 12.000
-2.061 -3.928 8.607 6.000
-2.097 -3.763 9.088 10.000
-1.896 -3.801 8.961 11.000
-1.805 -4.091 8.722 13.000
-1.733 -4.400 8.401 6.000
-1.505 -4.683 8.233 10.000
-1.460 -4.908 8.274 10.000
-1.534 -4.927 8.549 10.000
-1.572 -4.951 8.798 14.000
-1.766 -5.001 8.894 6.000
-2.051 -5.085 9.160 10.000
-2.080 -4.975 9.344 10.000
-2.145 -4.860 9.555 10.000
-2.375 -4.582 9.758 10.000
-2.513 -4.271 9.792 10.000
-2.573 -4.120 9.895 10.000
-2.420 -3.940 9.801 10.000
-2.102 -3.924 9.715 14.000
-1.719 -3.897 9.595 6.000
-1.441 -3.859 9.366 10.000
-1.292 -3.782 9.334 10.000
-0.960 -3.782 9.239 10.000
-0.691 -3.792 9.176 10.000
-0.481 -3.821 9.143 10.000
-0.490 -3.897 9.018 10.000
-0.684 -3.897 8.959 10.000
-0.912 -3.924 8.999 10.000
-1.082 -3.931 9.011 10.000
-1.206 -3.854 9.275 10.000
-1.443 -3.806 9.686 10.000
-1.647 -3.732 9.998 10.000
-1.853 -3.663 10.335 10.000
-1.968 -3.696 10.510 10.000
-2.018 -3.845 10.527 10.000
-1.948 -4.017 10.400 10.000
-1.877 -4.185 10.247 10.000
-1.663 -4.467 10.022 10.000
-1.403 -4.606 9.806 10.000
-1.319 -4.783 9.710 10.000
-1.264 -4.838 9.641 10.000
-1.350 -4.778 9.643 10.000
-1.278 -4.568 9.665 10.000
-1.015 -4.304 9.682 10.000
-0.723 -4.163 9.672 10.000
-0.385 -3.950 9.560 10.000
-0.205 -3.888 9.428 10.000
-0.026 -3.758 9.354 10.000
0.277 -3.538 9.296 10.000
0.536 -3.390 9.342 10.000
0.998 -3.062 9.366 10.000
1.326 -2.791 9.361 10.000
1.666 -2.434 9.205 11.000
2.260 -1.908 8.961 9.000
2.650 -1.561 8.738 10.000
3.272 -1.180 8.482 10.000
3.787 -0.849 8.286 10.000
4.048 -0.689 8.178 10.000
4.431 -0.136 8.169 10.000
4.582 0.383 8.192 10.000
4.891 0.993 8.339 10.000
