# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
5.130 7.309 2.985 0.000
5.035 7.412 3.112 9.000
4.888 7.467 3.215 10.000
4.649 7.522 3.330 10.000
4.515 7.601 3.502 10.000
4.534 7.608 3.620 10.000
4.584 7.474 3.493 10.000
4.625 7.340 3.339 10.000
4.635 7.247 3.186 10.000
4.592 7.242 3.239 10.000
4.496 7.338 3.383 10.000
4.410 7.433 3.552 10.000
4.410 7.558 3.715 10.000
4.462 7.594 3.672 10.000
4.651 7.553 3.538 10.000
4.778 7.429 3.354 10.000
4.819 7.275 3.177 10.000
4.843 7.096 3.026 10.000
4.764 6.986 3.002 10.000
4.774 7.019 3.066 10.000
4.850 7.053 3.035 10.000
4.944 7.113 2.978 10.000
4.984 7.115 2.882 10.000
5.042 7.022 2.829 11.000
5.032 6.928 2.873 10.000
5.073 6.907 2.863 9.000
5.166 6.943 2.892 10.000
5.111 7.074 2.971 11.000
4.900 7.237 3.327 10.000
4.639 7.328 3.737 10.000
4.446 7.481 4.249 9.000
4.357 7.575 4.630 10.000
4.692 7.620 4.510 11.000
4.893 7.675 4.280 9.000
5.027 7.668 3.948 10.000
4.936 7.838 3.672 10.000
4.469 7.941 3.541 10.000
4.137 8.034 3.519 11.000
3.756 8.054 3.500 10.000
3.600 7.896 3.423 9.000
3.691 7.922 3.608 10.000
4.077 7.872 3.706 10.000
4.510 7.896 3.801 11.000
5.020 7.747 3.770 10.000
5.391 7.498 3.557 10.000
5.401 7.443 3.636 9.000
5.339 7.527 3.852 10.000
5.200 7.783 4.194 11.000
5.023 7.953 4.486 9.000
4.912 8.006 4.572 10.000
4.929 7.807 4.070 10.000
5.030 7.532 3.854 10.000
5.169 7.343 3.689 11.000
5.204 7.108 3.600 9.000
5.248 7.031 3.835 10.000
5.207 7.031 3.782 11.000
5.145 7.264 3.849 9.000
5.185 7.541 3.840 11.000
4.996 7.738 4.041 10.000
4.687 7.809 4.211 10.000
4.400 7.649 4.261 9.000
4.189 7.486 4.206 10.000
4.146 7.359 4.070 11.000
4.204 7.393 4.110 9.000
4.237 7.462 4.254 11.000
4.194 7.534 4.503 9.000
4.177 7.656 4.793 11.000
4.201 7.694 4.941 10.000
4.249 7.697 4.987 9.000
3.940 7.544 5.161 11.000
3.605 7.340 5.295 10.000
2.279 6.777 5.846 10.000
0.450 6.112 6.622 10.000
-1.022 5.602 7.268 10.000
-2.006 5.698 7.575 10.000
-2.020 6.200 7.460 10.000
