# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
4.699 8.288 1.414 0.000
3.531 8.425 2.427 30.000
2.504 8.319 2.856 10.000
2.039 8.422 3.181 10.000
1.951 8.180 2.408 10.000
3.303 8.312 1.898 10.000
4.515 8.686 1.972 10.000
5.073 8.631 1.953 10.000
5.341 8.564 1.853 10.000
5.133 8.453 1.795 10.000
4.668 8.350 1.754 10.000
4.029 8.312 1.757 9.000
3.809 8.233 1.903 21.000
3.588 8.154 2.049 9.000
3.849 8.154 2.061 10.000
4.252 8.224 1.939 11.000
4.525 8.346 1.754 9.000
4.589 8.365 1.477 11.000
4.261 8.259 1.587 20.000
4.007 8.274 1.786 10.000
3.754 8.288 1.984 10.000
3.971 8.339 2.032 10.000
4.323 8.360 1.838 10.000
4.553 8.226 1.623 10.000
4.553 8.054 1.436 10.000
4.290 7.948 1.493 10.000
3.931 8.152 1.795 10.000
3.569 8.339 2.059 10.000
3.438 8.564 2.293 10.000
3.605 8.664 2.501 10.000
3.902 8.523 2.437 10.000
4.347 8.360 2.257 10.000
4.596 8.281 2.042 10.000
4.546 8.327 1.853 10.000
4.326 8.458 2.032 10.000
4.153 8.501 2.255 10.000
4.177 8.461 2.513 10.000
4.493 8.413 2.607 10.000
4.979 8.279 2.331 10.000
5.154 8.319 2.217 10.000
5.090 8.331 2.229 10.000
4.733 8.350 2.406 10.000
4.398 8.418 2.707 10.000
4.180 8.437 2.959 10.000
4.326 8.410 2.999 10.000
4.675 8.401 3.064 10.000
5.003 8.343 3.004 10.000
5.269 8.384 3.014 10.000
5.360 8.329 3.088 10.000
5.248 8.257 3.138 10.000
4.690 7.958 3.081 10.000
4.194 7.560 2.954 10.000
4.048 7.785 3.464 10.000
4.467 8.044 3.754 10.000
5.331 8.530 4.151 10.000
6.660 8.516 4.546 10.000
7.690 8.049 4.323 10.000
7.299 7.338 4.639 10.000
6.284 6.531 5.346 10.000
4.805 6.224 6.054 10.000
3.354 5.822 6.576 10.000
3.124 5.585 6.931 10.000
3.519 5.444 6.895 10.000
4.127 5.307 6.696 10.000
4.707 5.267 6.684 10.000
4.862 4.884 6.440 10.000
4.716 4.168 6.636 10.000
4.357 3.447 6.995 10.000
3.641 2.726 7.364 10.000
2.983 2.394 7.814 10.000
2.561 2.389 7.486 12.000
2.430 2.537 6.888 8.000
2.655 2.686 6.279 10.000
3.371 2.954 5.530 10.000
4.180 3.361 5.075 10.000
4.699 3.615 4.891 10.000
4.896 3.995 4.797 10.000
4.601 4.256 4.845 10.000
3.936 4.443 5.073 10.000
3.114 4.728 5.288 10.000
2.616 4.886 5.413 10.000
2.190 5.169 5.528 10.000
2.106 5.391 5.506 10.000
2.331 5.628 5.482 10.000
2.681 5.973 5.477 10.000
2.959 6.193 5.482 10.000
3.236 6.466 5.444 10.000
3.282 6.629 5.489 10.000
3.203 6.684 5.516 10.000
3.066 6.766 5.635 10.000
2.930 6.794 5.798 10.000
2.774 6.895 6.028 10.000
2.564 7.067 6.387 10.000
2.410 7.213 6.653 10.000
2.274 7.393 6.967 10.000
2.236 7.498 7.144 10.000
2.286 7.532 7.151 10.000
2.334 7.630 7.141 10.000
2.365 7.694 7.084 10.000
2.377 7.752 7.127 10.000
2.355 7.809 7.211 10.000
2.341 7.675 7.292 10.000
2.353 7.410 7.328 10.000
2.384 7.151 7.264 10.000
2.394 6.782 7.256 10.000
2.303 6.521 7.445 10.000
2.185 6.392 7.680 10.000
1.917 6.256 8.042 10.000
1.671 6.229 8.346 10.000
1.448 6.145 8.547 10.000
1.261 5.937 8.748 10.000
