# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
7.086 4.637 3.938 0.000
6.995 4.982 3.876 9.000
6.840 5.240 3.833 10.000
6.519 5.544 3.909 11.000
6.296 5.664 4.050 9.000
5.992 5.671 4.254 10.000
5.770 5.671 4.539 10.000
5.712 5.626 4.704 11.000
5.827 5.480 4.776 9.000
6.191 5.322 4.572 10.000
6.473 5.171 4.288 10.000
6.742 5.008 3.909 10.000
6.837 4.946 3.624 10.000
6.718 4.814 3.529 10.000
6.478 4.551 3.406 10.000
6.253 4.299 3.378 10.000
5.935 4.022 3.397 10.000
5.722 3.864 3.418 10.000
5.614 3.971 3.502 10.000
5.451 4.201 3.588 10.000
5.382 4.458 3.627 10.000
5.204 4.637 3.727 10.000
4.994 4.556 3.847 10.000
4.838 4.352 3.964 10.000
4.627 4.158 4.125 10.000
4.525 4.041 4.223 10.000
4.395 4.180 4.256 10.000
4.266 4.441 4.242 11.000
4.192 4.692 4.185 9.000
4.189 5.056 4.098 10.000
4.331 5.432 4.019 11.000
4.472 5.686 3.988 10.000
4.651 6.100 4.139 10.000
4.759 6.402 4.319 10.000
4.788 6.734 4.541 10.000
4.752 7.127 4.738 10.000
4.678 7.359 4.752 10.000
4.489 7.563 4.944 10.000
4.309 7.594 5.094 10.000
4.220 7.484 5.233 10.000
4.235 7.311 5.465 10.000
4.364 7.168 5.521 10.000
4.515 6.868 5.597 10.000
4.639 6.651 5.712 10.000
