# Accelerometer Data File
# Started @Fri Apr 23 12:12:09 GMT+01:00 2021
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
3.301 -1.058 8.889 0
3.457 -1.13 8.82 10
3.457 -1.118 8.724 10
3.454 -1.046 8.655 10
3.313 -0.936 8.657 10
3.318 -0.859 8.633 9
3.517 -0.849 8.626 11
3.718 -0.9 8.592 9
3.873 -0.962 8.554 11
3.883 -0.991 8.542 10
3.775 -1.01 8.53 9
3.675 -1.019 8.52 10
3.62 -1.017 8.516 10
3.617 -1.015 8.501 11
3.677 -1.005 8.494 10
3.742 -1.007 8.501 9
3.768 -1.0 8.501 10
3.742 -0.993 8.511 10
3.72 -0.967 8.518 10
3.732 -0.902 8.504 11
3.782 -0.847 8.497 9
3.818 -0.806 8.485 10
3.849 -0.785 8.475 10
3.787 -0.814 8.475 10
3.648 -0.845 8.463 11
3.524 -0.861 8.456 9
3.454 -0.89 8.413 10
3.531 -0.885 8.305 11
3.684 -0.878 8.209 10
3.83 -0.833 8.109 10
3.921 -0.775 8.044 10
3.866 -0.727 8.03 10
3.778 -0.706 7.994 10
3.696 -0.723 7.963 10
3.622 -0.766 7.917 10
3.596 -0.818 7.881 10
3.612 -0.857 7.807 10
3.591 -0.979 7.659 10
3.562 -1.074 7.524 10
3.584 -1.213 7.299 10
3.596 -1.34 7.134 10
3.66 -1.403 7.074 10
3.584 -1.532 6.967 10
3.457 -1.618 6.95 10
3.227 -1.771 6.907 10
2.93 -1.975 6.806 10
2.774 -2.111 6.754 10
2.576 -2.343 6.73 10
2.48 -2.509 6.732 10
2.422 -2.674 6.713 10
2.331 -2.882 6.715 10
2.284 -2.995 6.689 10
2.233 -3.138 6.845 10
2.197 -3.213 7.048 10
2.267 -3.21 7.445 10
2.264 -3.174 7.905 10
2.264 -3.107 8.183 10
2.145 -3.124 8.468 10
1.92 -3.325 8.7 10
1.766 -3.56 8.87 10
1.515 -3.912 9.176 10
1.383 -4.18 9.476 10
1.156 -4.362 9.643 10
0.919 -4.56 9.84 10
0.78 -4.642 9.9 10
0.596 -4.716 10.043 10
0.541 -4.726 10.156 10
0.332 -4.659 10.362 10
0.002 -4.525 10.697 10
-0.282 -4.398 10.948 10
-0.553 -4.189 11.252 10
-0.55 -3.967 11.341 10
-0.426 -3.811 11.3 10
-0.251 -3.722 11.145 10
-0.09 -3.715 10.936 10
-0.162 -3.864 10.783 10
-0.421 -3.962 10.675 10
-0.73 -3.993 10.682 10
-1.127 -3.955 10.733 10
-1.403 -3.835 10.821 10
-1.474 -3.615 10.941 10
-1.496 -3.217 10.97 10
-1.429 -2.889 10.955 10
-1.244 -2.554 10.771 10
-1.029 -2.439 10.311 10
-0.864 -2.501 9.943 10
-0.766 -2.492 9.595 10
-0.785 -2.489 9.418 12
-0.96 -2.284 9.502 8
-1.218 -2.025 9.548 10
-1.41 -1.838 9.572 10
-1.561 -1.659 9.548 10
-1.604 -1.613 9.461 10
-1.391 -1.556 9.392 10
-1.043 -1.307 9.346 10
-0.737 -1.051 9.349 10
-0.375 -0.701 9.339 10
-0.186 -0.416 9.351 10
-0.172 -0.418 9.33 10
-0.179 -0.466 9.399 10
-0.241 -0.608 9.481 10
-0.248 -0.615 9.674 10
-0.129 -0.368 10.0 10
0.011 -0.076 10.235 10
0.16 0.246 10.364 10
0.253 0.435 10.381 10
0.342 0.387 10.127 10
0.5 0.258 9.763 10
0.651 0.098 9.504 11
0.775 -0.134 9.222 9
0.818 -0.287 9.088 10
0.699 -0.44 9.014 10
0.497 -0.687 8.908 10
0.268 -0.974 8.815 20
-0.016 -1.381 8.801 10
-0.208 -1.707 8.836 10
-0.359 -2.047 8.937 10
-0.454 -2.274 9.05 10
-0.407 -2.418 9.09 11
-0.296 -2.557 9.097 9
-0.146 -2.588 9.071 10
-0.011 -2.655 9.006 10
0.033 -2.686 8.935 10
0.045 -2.7 8.875 10
0.146 -2.6 8.848 10
