# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
2.755 6.081 6.165 0.000
2.892 6.162 6.291 9.000
3.028 6.244 6.418 11.000
3.153 6.248 6.560 9.000
3.122 6.272 6.588 11.000
2.980 6.172 6.646 10.000
2.916 6.059 6.777 10.000
2.942 5.999 6.895 9.000
3.157 5.930 7.007 10.000
3.423 5.908 7.077 10.000
3.646 5.983 7.038 10.000
3.730 5.992 7.017 11.000
3.624 6.011 7.000 9.000
3.457 6.016 7.000 10.000
3.337 5.961 7.010 10.000
3.356 5.971 7.003 10.000
3.409 5.987 7.070 11.000
3.524 6.019 7.120 10.000
3.394 6.074 7.062 10.000
3.320 5.865 7.345 10.000
3.213 5.650 7.553 10.000
3.347 5.580 7.874 10.000
3.643 5.463 8.327 10.000
4.096 5.554 8.626 10.000
4.544 5.559 8.961 10.000
4.750 5.418 9.184 10.000
4.855 4.994 9.045 20.000
4.750 4.625 8.719 10.000
4.723 4.151 8.173 10.000
4.697 3.677 7.627 10.000
4.735 3.390 7.733 10.000
4.556 3.184 8.362 10.000
4.302 3.169 9.176 12.000
4.096 3.160 10.055 7.000
3.926 3.246 10.644 10.000
4.520 3.256 10.769 11.000
5.533 3.593 10.757 9.000
6.497 3.926 10.680 10.000
7.357 4.292 10.462 11.000
7.671 4.654 10.184 9.000
7.070 4.462 10.012 11.000
6.265 4.209 9.746 9.000
5.566 3.921 9.622 10.000
5.039 3.682 9.323 11.000
5.145 3.627 8.894 9.000
5.453 3.634 8.559 11.000
5.688 3.629 8.104 9.000
5.750 3.576 7.824 10.000
5.511 3.497 7.618 10.000
5.118 3.339 7.426 10.000
4.800 3.193 7.354 11.000
4.362 3.040 7.285 9.000
4.089 2.954 7.302 10.000
3.821 2.928 7.307 12.000
3.423 2.853 7.369 9.000
3.145 2.786 7.429 10.000
2.760 2.796 7.671 10.000
2.336 2.858 8.010 10.000
2.042 2.968 8.293 10.000
1.458 2.966 8.616 10.000
0.981 2.887 8.757 10.000
0.402 2.698 8.717 10.000
-0.284 2.537 8.803 10.000
-0.682 2.489 8.848 10.000
-1.204 2.403 8.963 10.000
-1.436 2.394 9.160 10.000
-1.872 2.387 9.165 10.000
-2.444 2.501 9.102 10.000
-2.892 2.655 8.971 10.000
-3.438 2.901 8.796 10.000
-3.778 3.069 8.686 10.000
-4.015 3.174 8.678 20.000
-4.252 3.280 8.671 10.000
-4.486 3.373 8.686 10.000
-4.644 3.399 8.604 10.000
-4.769 3.366 8.487 10.000
-4.857 3.354 8.353 20.000
-4.853 3.397 8.248 10.000
-4.790 3.581 8.365 10.000
-4.728 3.766 8.482 10.000
-4.812 3.912 8.599 10.000
-5.051 3.995 8.640 10.000
-5.319 4.053 8.554 10.000
-5.580 4.144 8.453 10.000
-5.731 4.252 8.370 10.000
-5.547 4.256 8.192 10.000
-5.221 4.158 7.800 10.000
-4.903 4.027 7.422 10.000
-4.707 3.797 6.943 10.000
-4.687 3.596 6.627 10.000
-4.778 3.502 6.588 10.000
-4.795 3.272 6.648 10.000
-4.690 3.141 6.809 14.000
-4.707 2.853 7.026 6.000
-5.018 2.506 7.098 10.000
-5.403 2.296 7.072 10.000
-6.081 2.106 6.907 11.000
-6.574 2.279 6.368 13.000
-6.804 2.506 5.913 6.000
-7.378 2.904 5.499 10.000
-7.661 3.280 5.224 12.000
-8.262 3.423 5.473 8.000
-8.863 3.567 5.722 10.000
-9.165 3.315 5.875 10.000
-9.074 3.213 5.595 10.000
-8.726 3.136 5.106 13.000
-7.807 3.308 4.649 7.000
-7.026 3.701 4.604 10.000
-6.639 3.945 4.991 10.000
-6.358 3.653 5.106 10.000
-6.284 3.153 5.372 14.000
-6.026 2.657 5.281 6.000
-5.698 2.288 5.556 10.000
-5.262 2.456 6.105 10.000
-4.967 2.904 6.890 10.000
-4.673 3.351 7.675 10.000
-4.620 3.821 8.003 14.000
-4.474 4.070 8.441 6.000
-4.553 3.998 8.461 10.000
-4.580 4.039 8.647 10.000
-4.434 3.931 8.925 10.000
-4.106 4.326 9.220 10.000
-3.873 4.793 9.533 10.000
-3.694 5.147 9.679 10.000
-3.737 5.190 9.694 10.000
-4.127 4.728 9.351 10.000
-4.422 4.194 8.990 10.000
-4.319 3.825 8.985 10.000
-3.749 3.368 9.069 14.000
-3.107 3.134 9.382 6.000
-2.528 2.987 9.679 10.000
-2.346 2.676 9.619 10.000
-2.614 2.911 9.634 10.000
-2.882 3.145 9.648 10.000
-3.066 3.157 9.811 10.000
-3.268 3.141 10.005 10.000
-3.263 2.978 10.168 10.000
-3.143 2.844 10.196 10.000
-3.205 2.779 10.089 10.000
-3.251 2.743 9.950 10.000
-3.490 2.597 9.866 10.000
-3.845 2.422 9.916 10.000
-4.118 2.475 10.019 20.000
-4.390 2.528 10.122 10.000
-4.307 2.973 10.125 20.000
-3.924 3.454 10.129 10.000
-3.576 3.617 10.299 10.000
-3.229 3.780 10.469 10.000
-3.126 3.754 10.740 10.000
-3.220 3.746 11.080 10.000
-3.198 3.895 11.207 10.000
-3.181 4.077 11.511 10.000
-3.083 4.165 11.760 10.000
-3.093 4.321 12.100 10.000
-2.930 4.726 12.638 10.000
-2.762 5.097 13.000 10.000
-2.609 5.633 13.575 10.000
-2.451 6.047 13.986 10.000
-2.545 6.320 14.293 10.000
-2.559 6.584 14.628 10.000
-2.458 6.323 14.721 20.000
-2.051 5.499 14.477 10.000
-1.565 4.568 14.140 10.000
-0.991 2.779 13.249 10.000
-0.517 1.350 12.387 10.000
-0.217 0.428 11.432 10.000
0.421 -0.639 10.192 10.000
0.893 -0.840 9.476 10.000
1.417 -1.278 8.441 10.000
1.810 -1.661 7.838 10.000
1.340 -2.035 7.264 10.000
0.366 -2.195 6.509 10.000
-0.660 -2.118 6.074 10.000
-1.958 -1.568 5.758 10.000
-3.021 -0.296 5.726 10.000
-3.579 0.761 5.875 10.000
-4.371 2.308 6.054 10.000
-4.893 3.380 6.114 10.000
-5.288 4.189 6.347 10.000
-5.643 5.008 6.615 10.000
-5.762 5.339 6.852 10.000
-5.758 5.626 6.955 10.000
-5.592 5.592 6.856 10.000
-5.228 5.650 6.634 10.000
-4.994 5.851 6.464 10.000
-4.884 6.095 6.428 10.000
-5.207 6.121 6.811 10.000
-5.770 6.047 7.283 10.000
-6.665 6.763 7.426 11.000
-6.998 7.706 7.977 9.000
-6.897 8.868 8.109 10.000
-5.861 9.660 8.185 10.000
-4.460 8.750 8.750 10.000
-3.622 7.613 8.908 10.000
-3.380 5.477 9.287 10.000
-4.074 3.711 9.720 10.000
-4.673 2.183 10.208 10.000
-4.599 0.739 10.678 10.000
-3.928 0.294 10.927 10.000
-2.949 -0.490 11.145 10.000
-1.968 -0.746 11.094 10.000
-1.393 -1.295 10.879 10.000
-0.359 -1.790 10.651 10.000
0.366 -1.946 10.455 10.000
1.364 -1.889 10.070 10.000
2.207 -1.503 9.821 10.000
2.590 -1.170 9.583 10.000
2.715 -1.268 9.483 10.000
2.566 -1.580 9.572 10.000
2.154 -1.810 9.612 10.000
1.841 -1.865 9.579 10.000
1.786 -1.489 9.409 10.000
1.381 -1.173 9.239 10.000
1.130 -1.058 9.165 10.000
0.806 -0.957 9.095 10.000
0.275 -0.732 8.935 10.000
0.093 -0.447 8.774 10.000
-0.215 -0.311 8.731 10.000
-0.775 -0.411 8.765 10.000
-1.127 -0.636 8.889 10.000
-1.307 -0.749 9.184 10.000
-1.359 -0.713 9.361 10.000
-1.197 -0.684 9.586 10.000
-1.175 -0.751 9.835 10.000
-1.326 -0.931 9.914 10.000
-1.553 -1.247 10.122 10.000
-1.771 -1.479 10.275 10.000
-1.584 -1.537 10.304 10.000
-1.187 -1.632 10.275 10.000
-0.713 -1.592 10.117 10.000
-0.019 -1.465 9.943 10.000
0.476 -1.340 9.890 10.000
0.761 -1.177 9.895 10.000
