# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
4.386 6.993 3.873 0.000
4.450 6.940 3.790 40.000
4.510 6.981 3.979 9.000
4.510 6.998 4.144 11.000
4.678 6.971 4.534 10.000
4.750 6.868 4.898 10.000
4.879 6.804 5.123 9.000
5.104 6.799 5.209 10.000
5.008 7.017 5.018 10.000
4.742 7.290 4.819 10.000
4.419 7.524 4.759 11.000
4.036 7.730 4.618 9.000
3.847 7.704 4.637 20.000
3.943 7.450 4.714 10.000
4.039 7.196 4.790 11.000
4.357 7.108 4.836 9.000
4.635 7.072 4.774 10.000
4.759 7.469 4.783 10.000
4.754 7.642 4.824 10.000
4.587 7.678 4.977 11.000
4.525 7.541 5.078 9.000
4.529 7.307 4.955 11.000
4.448 7.491 4.666 19.000
4.367 7.675 4.376 11.000
3.904 8.166 4.244 10.000
3.505 8.367 4.374 9.000
3.320 8.374 4.639 10.000
3.560 8.231 4.821 10.000
4.074 7.953 4.898 11.000
4.711 7.795 4.656 11.000
5.214 7.663 4.477 9.000
5.293 7.682 4.381 10.000
5.118 7.766 4.359 10.000
4.110 7.515 4.529 10.000
3.236 7.237 4.637 10.000
1.060 6.933 4.680 10.000
-1.446 8.121 5.312 20.000
-2.480 10.400 6.301 10.000
-3.514 12.679 7.290 10.000
-2.691 13.821 7.570 10.000
-1.283 13.407 7.187 10.000
-0.110 11.535 5.846 10.000
1.900 9.789 4.345 10.000
3.356 9.208 3.617 10.000
4.953 8.535 2.633 10.000
5.810 8.283 2.276 10.000
5.829 7.905 2.080 10.000
6.107 7.359 2.133 10.000
6.244 6.904 2.442 10.000
6.584 6.694 2.731 10.000
6.746 6.373 3.028 10.000
6.651 6.220 3.076 10.000
6.081 5.856 3.363 10.000
5.430 5.535 3.610 10.000
4.443 5.190 4.285 10.000
3.157 4.898 5.303 10.000
2.346 4.817 6.081 10.000
1.460 4.932 7.046 10.000
1.055 5.288 7.625 10.000
0.950 5.592 7.862 10.000
0.701 5.798 8.214 10.000
0.526 5.808 8.379 10.000
0.301 5.580 8.686 10.000
-0.014 5.363 9.054 10.000
-0.186 5.243 9.308 10.000
-0.418 5.238 9.557 10.000
-0.569 5.363 9.615 10.000
-0.675 5.547 9.574 10.000
-0.869 5.650 9.406 10.000
-1.003 5.638 9.244 10.000
-1.261 5.382 9.114 10.000
-1.486 4.757 9.074 10.000
-1.623 4.213 9.160 10.000
-1.817 3.411 9.251 10.000
-1.886 2.853 9.308 10.000
-1.936 2.439 9.236 10.000
-2.003 1.953 9.045 10.000
-2.013 1.726 8.848 10.000
-2.109 1.410 8.614 10.000
-2.212 1.249 8.456 10.000
-2.317 0.988 8.772 10.000
-2.370 0.541 9.536 10.000
-2.336 0.181 10.338 10.000
-2.276 -0.402 11.166 10.000
-2.197 -0.814 11.640 10.000
-2.085 -1.345 11.346 10.000
-1.972 -2.231 10.790 10.000
-1.886 -2.892 10.208 10.000
-1.910 -3.895 9.708 10.000
-2.212 -4.659 10.477 10.000
-2.513 -5.068 11.506 10.000
-2.437 -5.547 12.555 10.000
-2.250 -5.683 13.522 10.000
-2.149 -5.856 12.610 10.000
-1.798 -6.086 11.930 10.000
-1.824 -6.246 11.231 10.000
-1.472 -6.349 9.952 10.000
-0.842 -6.349 9.605 10.000
-0.512 -6.131 8.762 10.000
-0.474 -5.887 7.943 10.000
-0.814 -5.700 7.704 10.000
-1.168 -5.195 7.407 10.000
-1.319 -4.515 7.101 10.000
-1.177 -3.861 6.770 10.000
-0.969 -3.028 6.356 10.000
-0.746 -2.513 5.999 10.000
-0.581 -2.372 5.760 10.000
-0.509 -2.439 5.714 10.000
-0.505 -2.686 5.753 10.000
-0.828 -3.028 6.581 10.000
-1.249 -3.332 7.565 10.000
-2.047 -3.007 8.236 10.000
-1.793 -2.291 8.621 10.000
-1.211 -1.479 8.216 10.000
-0.330 -0.694 7.539 10.000
0.984 -0.459 7.627 10.000
1.247 -0.615 8.001 10.000
1.213 -0.701 8.154 10.000
0.881 -0.761 8.580 10.000
0.600 -0.529 8.434 10.000
0.390 -0.222 8.441 10.000
0.476 0.014 8.669 10.000
0.507 0.203 8.966 10.000
0.521 0.229 9.188 10.000
0.560 0.203 9.263 10.000
0.476 0.316 9.428 10.000
0.447 0.476 9.524 10.000
0.337 0.785 9.775 10.000
0.059 1.027 10.120 10.000
-0.095 1.130 10.374 10.000
-0.277 1.297 10.632 10.000
-0.378 1.316 10.735 10.000
-0.512 1.297 11.058 10.000
-0.598 1.142 11.535 10.000
-0.658 0.921 12.006 10.000
-0.749 0.593 12.399 10.000
-0.732 0.349 12.473 10.000
-0.761 -0.071 12.306 10.000
-0.766 -0.845 12.047 10.000
-0.739 -1.510 11.868 10.000
-0.725 -2.262 11.712 10.000
-0.555 -2.631 11.707 10.000
-0.409 -2.647 11.793 10.000
-0.368 -2.746 11.700 10.000
-0.316 -2.758 11.583 10.000
-0.330 -2.908 11.453 10.000
-0.323 -3.057 11.281 10.000
-0.210 -3.124 11.288 10.000
-0.023 -3.122 11.183 10.000
