# Accelerometer Data File
# 
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
6.332 3.938 4.319 0.000
6.186 3.892 4.441 9.000
6.047 3.744 4.601 11.000
5.894 3.586 4.750 12.000
6.030 3.224 4.829 7.000
6.476 2.894 4.733 10.000
6.914 2.667 4.599 10.000
7.536 2.995 4.467 10.000
7.812 3.512 4.419 11.000
7.778 3.998 4.546 9.000
7.584 4.137 4.750 10.000
7.206 3.720 4.951 10.000
7.249 3.572 5.066 10.000
7.558 3.919 5.327 10.000
8.027 4.613 5.511 10.000
8.872 5.750 5.643 10.000
9.514 6.689 5.736 10.000
10.105 7.199 5.667 10.000
10.204 7.433 5.746 10.000
9.926 7.225 5.877 11.000
9.306 6.584 6.270 9.000
8.470 5.875 6.679 10.000
8.046 5.315 7.275 10.000
7.515 4.769 8.097 20.000
7.003 4.429 8.657 10.000
5.846 3.423 9.160 10.000
4.771 2.545 9.327 10.000
3.797 1.355 9.114 10.000
3.145 0.392 8.901 10.000
3.296 0.972 8.652 10.000
3.466 1.312 8.121 11.000
3.643 1.948 7.745 10.000
3.548 2.322 7.479 10.000
3.294 1.819 7.307 9.000
2.815 1.391 7.462 10.000
2.516 0.878 7.754 10.000
2.489 0.629 7.936 11.000
2.729 0.213 7.888 10.000
3.478 -0.296 7.252 9.000
3.995 -0.919 6.217 20.000
4.513 -1.541 5.183 11.000
4.754 -1.565 4.137 10.000
5.248 -1.130 3.253 10.000
5.793 -0.497 2.631 9.000
6.770 -0.533 2.123 10.000
7.757 -1.000 1.857 11.000
7.991 -3.481 2.415 20.000
8.530 -6.047 2.746 19.000
8.724 -7.515 2.916 10.000
8.918 -8.983 3.086 11.000
8.391 -8.231 2.717 9.000
7.173 -7.096 2.501 20.000
6.184 -6.239 2.521 21.000
5.145 -5.506 3.071 9.000
5.023 -5.181 3.718 10.000
4.034 -5.300 4.730 20.000
2.729 -5.573 5.554 11.000
1.383 -5.786 5.753 9.000
-0.059 -5.985 5.911 11.000
-0.632 -6.165 5.753 19.000
-1.204 -6.344 5.595 11.000
-2.437 -6.873 5.360 10.000
-4.237 -7.548 5.509 9.000
-5.813 -7.924 5.865 21.000
-7.388 -8.300 6.222 10.000
-8.583 -8.552 7.235 9.000
-9.265 -8.585 7.999 10.000
-9.789 -8.789 8.578 10.000
-10.342 -8.827 8.877 11.000
-10.175 -8.592 8.398 10.000
-9.854 -8.444 7.826 10.000
-9.552 -8.370 7.031 10.000
-9.222 -8.461 6.517 10.000
-8.791 -8.499 6.059 10.000
-8.046 -8.540 5.561 10.000
-7.283 -8.506 5.286 10.000
-6.062 -8.571 5.121 10.000
-5.291 -8.671 5.190 10.000
-5.161 -9.078 5.279 10.000
-5.121 -9.746 4.592 10.000
-5.537 -10.316 3.794 10.000
-6.057 -11.068 3.234 10.000
-6.179 -11.176 3.660 10.000
-6.212 -11.022 4.862 10.000
-6.277 -10.939 6.471 10.000
-6.239 -10.673 7.843 10.000
-6.878 -10.733 7.757 10.000
-7.240 -10.690 7.307 10.000
-7.570 -10.577 6.449 10.000
-7.275 -10.632 5.499 10.000
-6.373 -10.697 5.042 10.000
-6.160 -11.590 5.023 9.000
-6.646 -12.971 5.827 10.000
-7.757 -14.185 6.725 11.000
-8.262 -15.203 6.988 10.000
-8.355 -15.495 7.177 10.000
-7.127 -15.425 6.016 9.000
-3.797 -13.127 3.770 11.000
-1.072 -11.025 2.159 10.000
3.325 -11.616 0.754 10.000
6.732 -11.604 0.284 9.000
8.037 -13.821 0.900 10.000
8.358 -15.327 1.067 10.000
7.005 -14.140 1.029 11.000
4.568 -14.022 1.572 9.000
1.936 -14.753 2.351 10.000
-0.280 -16.201 4.201 20.000
-2.497 -17.650 6.052 11.000
-2.700 -17.554 6.117 10.000
-1.865 -16.151 5.588 9.000
-0.459 -14.741 4.434 11.000
1.731 -12.638 2.803 10.000
3.732 -11.650 2.025 9.000
4.888 -11.121 1.606 11.000
5.511 -10.443 1.283 9.000
5.348 -10.457 1.436 10.000
4.189 -10.668 1.479 10.000
3.239 -10.690 2.092 10.000
2.822 -10.860 2.609 11.000
2.693 -10.472 2.674 9.000
3.189 -9.725 2.791 10.000
3.440 -9.062 1.707 10.000
3.330 -8.619 1.491 11.000
2.932 -8.734 1.728 10.000
2.324 -8.425 2.396 9.000
2.181 -7.821 3.861 10.000
2.398 -6.998 4.458 10.000
2.557 -6.277 4.711 21.000
3.052 -5.743 4.529 9.000
2.391 -5.983 4.896 11.000
1.731 -6.222 5.262 9.000
1.125 -6.349 6.816 11.000
0.392 -6.713 8.374 10.000
-0.019 -6.885 9.938 9.000
-0.718 -6.995 10.668 10.000
-1.412 -7.115 10.553 10.000
-1.690 -6.938 9.900 11.000
-2.379 -6.816 8.312 10.000
-2.782 -6.756 7.558 10.000
-2.715 -7.024 6.976 10.000
-3.064 -7.589 6.933 9.000
-2.329 -8.353 6.586 11.000
-1.113 -8.913 5.626 10.000
-0.366 -9.145 4.493 11.000
0.902 -8.564 4.197 9.000
1.905 -7.546 4.419 10.000
3.002 -5.961 4.903 10.000
2.954 -4.730 5.937 10.000
2.384 -4.314 6.136 10.000
0.517 -3.988 6.208 10.000
-2.015 -4.153 6.631 10.000
-3.404 -3.964 6.505 10.000
-4.862 -3.718 5.892 10.000
-5.023 -3.380 5.406 10.000
-4.762 -3.272 4.252 10.000
-4.129 -3.385 2.523 10.000
-3.428 -3.555 1.280 10.000
-2.274 -3.751 -0.246 10.000
-1.450 -3.998 -1.106 10.000
-0.766 -3.816 -0.955 10.000
-0.220 -3.488 -0.217 10.000
-0.126 -3.134 0.804 10.000
0.055 -2.726 1.968 10.000
0.004 -2.528 2.695 10.000
-0.050 -2.523 3.138 10.000
-0.373 -3.114 4.211 10.000
-0.785 -3.758 5.142 10.000
-1.357 -5.169 6.315 10.000
-1.608 -6.890 7.496 10.000
-1.592 -8.015 8.046 10.000
-1.663 -9.083 8.769 10.000
-1.575 -9.385 9.251 10.000
-1.343 -9.471 11.250 10.000
-1.060 -10.558 12.890 10.000
-0.689 -11.702 14.358 10.000
0.191 -13.388 15.212 10.000
0.751 -14.930 14.240 10.000
1.735 -14.638 13.438 10.000
2.734 -12.552 11.556 10.000
3.222 -9.926 10.287 10.000
4.156 -6.689 8.319 10.000
4.596 -4.414 6.785 10.000
5.023 -3.933 6.330 10.000
5.432 -3.399 6.308 10.000
5.396 -3.476 6.986 10.000
4.481 -3.447 7.802 10.000
3.330 -3.555 9.643 10.000
2.195 -3.715 11.051 10.000
1.345 -3.842 12.409 10.000
1.393 -3.945 13.383 10.000
2.068 -3.478 13.002 10.000
2.822 -2.614 12.378 10.000
3.292 -1.783 11.803 10.000
3.775 -0.816 10.785 10.000
4.015 -0.318 10.156 10.000
4.175 -0.217 9.770 10.000
4.240 -0.332 9.402 10.000
4.290 -0.584 9.476 10.000
4.058 -0.986 9.330 10.000
3.699 -1.453 9.081 10.000
3.435 -1.704 8.815 10.000
3.074 -1.869 8.604 10.000
2.849 -1.848 8.556 10.000
2.621 -1.675 8.554 10.000
2.557 -1.508 8.513 10.000
2.590 -1.426 8.418 10.000
2.877 -1.101 8.125 10.000
3.354 -0.605 7.848 10.000
3.667 -0.105 7.608 10.000
3.830 0.634 7.309 10.000
3.739 1.130 7.206 10.000
3.442 1.168 7.280 10.000
3.021 1.139 7.568 10.000
2.750 0.871 7.915 10.000
2.578 0.667 8.343 10.000
2.552 0.665 8.638 10.000
2.918 1.086 8.619 10.000
3.363 1.493 8.408 10.000
3.711 1.836 8.116 10.000
4.125 1.714 7.716 10.000
4.187 0.972 7.429 10.000
4.170 0.244 7.333 10.000
4.223 -0.426 7.307 10.000
4.209 -0.632 7.388 10.000
4.378 -0.158 7.354 10.000
4.477 0.220 7.465 10.000
4.505 0.541 7.505 10.000
4.355 0.517 7.627 11.000
4.103 0.076 7.852 9.000
3.883 -0.584 7.888 10.000
4.007 -1.290 7.848 10.000
4.311 -1.651 7.726 10.000
4.865 -2.039 7.275 10.000
5.458 -2.111 6.871 9.000
5.712 -2.351 6.311 10.000
5.963 -2.999 5.712 11.000
5.966 -3.622 5.442 9.000
6.052 -4.644 4.912 11.000
6.193 -5.645 4.472 9.000
6.337 -6.236 4.070 10.000
6.672 -7.187 3.282 10.000
6.924 -7.738 2.753 10.000
6.260 -8.403 2.305 11.000
3.665 -9.672 2.535 9.000
0.878 -10.582 3.150 10.000
-2.865 -11.518 4.182 11.000
-5.755 -12.148 5.276 9.000
-6.845 -12.248 5.966 11.000
-8.432 -12.401 7.165 9.000
-9.062 -12.528 7.948 10.000
-9.806 -12.368 9.193 10.000
-9.586 -11.698 9.957 10.000
-8.868 -10.975 10.211 11.000
-7.465 -10.218 10.079 9.000
-5.947 -9.749 9.485 10.000
-4.869 -9.569 8.942 10.000
-3.749 -9.344 7.838 11.000
-3.313 -9.153 7.120 10.000
-2.932 -9.085 6.102 9.000
-2.944 -9.165 5.243 10.000
-3.306 -9.452 4.944 10.000
-4.283 -10.151 5.015 10.000
-5.204 -10.726 5.386 11.000
-6.399 -11.405 6.215 9.000
-7.575 -12.073 7.275 12.000
-8.135 -12.330 7.965 8.000
-8.336 -12.184 8.192 10.000
-8.264 -11.932 7.963 10.000
-7.374 -11.398 7.364 10.000
-6.349 -10.994 6.703 10.000
-5.683 -10.991 6.505 10.000
-5.248 -11.099 6.337 10.000
-5.343 -11.338 6.306 10.000
-6.088 -11.626 6.493 10.000
-6.768 -12.088 6.646 10.000
-7.218 -12.440 6.768 10.000
-7.122 -12.744 6.493 10.000
-5.875 -12.921 6.030 11.000
-4.692 -12.923 5.602 10.000
-3.672 -13.158 5.166 9.000
-3.198 -13.441 5.128 10.000
-3.620 -13.359 5.066 10.000
-4.043 -13.476 4.838 10.000
-4.304 -13.362 4.618 10.000
-4.817 -13.443 4.683 10.000
-5.070 -13.838 4.802 10.000
-5.063 -13.965 5.049 10.000
-4.819 -14.051 5.535 10.000
-4.323 -13.941 5.736 10.000
-3.940 -14.008 5.868 10.000
-3.670 -14.264 5.937 10.000
-3.636 -14.561 5.767 10.000
-3.459 -14.573 5.552 10.000
-3.169 -14.408 5.406 10.000
-3.081 -14.226 5.396 10.000
-2.913 -13.936 5.590 10.000
-2.889 -13.931 5.829 10.000
-2.600 -13.634 5.868 10.000
-2.255 -13.235 5.870 10.000
-1.977 -12.995 5.705 10.000
-1.731 -12.514 5.487 10.000
-1.750 -12.325 5.470 15.000
-1.647 -11.820 5.406 5.000
-1.556 -11.262 5.305 10.000
-1.340 -11.104 5.351 10.000
-0.780 -11.056 5.291 10.000
-0.342 -11.324 5.279 10.000
0.050 -10.843 5.176 10.000
0.375 -10.776 4.675 10.000
0.356 -10.599 4.280 10.000
0.390 -9.938 3.957 10.000
0.469 -10.026 3.725 10.000
0.469 -9.100 4.177 10.000
0.268 -8.365 4.824 10.000
0.014 -8.113 5.398 10.000
-0.126 -7.433 6.581 10.000
-0.215 -7.196 7.383 10.000
0.260 -6.509 8.010 10.000
-0.031 -6.220 8.487 10.000
-0.435 -6.358 8.355 10.000
-1.403 -6.548 7.958 10.000
-2.937 -6.447 7.405 10.000
-3.703 -5.949 7.003 10.000
-3.718 -5.942 6.447 10.000
-3.169 -5.884 6.157 10.000
-1.625 -6.150 5.408 10.000
-0.421 -6.222 4.127 10.000
0.031 -5.803 2.999 10.000
0.150 -5.810 1.915 10.000
-0.521 -6.042 1.426 10.000
-0.943 -6.641 0.682 10.000
-0.251 -6.584 -0.325 10.000
0.773 -6.100 -1.376 10.000
2.020 -5.540 -1.793 10.000
2.813 -5.195 -1.841 10.000
2.492 -5.506 -1.625 10.000
2.193 -5.827 -1.742 10.000
1.671 -6.224 -2.494 10.000
2.662 -6.351 -3.857 10.000
4.259 -6.373 -5.736 10.000
5.834 -6.385 -7.283 10.000
8.216 -6.088 -7.565 10.000
9.629 -5.674 -6.818 10.000
9.854 -5.655 -5.092 10.000
9.105 -6.157 -2.973 10.000
7.548 -6.969 -2.118 10.000
5.978 -7.841 -1.611 10.000
5.367 -8.401 -1.182 10.000
5.731 -8.439 -1.146 11.000
6.198 -8.185 -0.284 10.000
6.679 -7.872 0.924 9.000
