# Accelerometer Data File
# Started @Mon Apr 26 10:28:55 GMT+01:00 2021
#
#
# sensor Vendor: Bosch
# sensor Name: BMA254
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
6.234 5.657 3.998 0
6.088 5.729 4.113 9
5.951 5.779 4.201 10
5.99 5.597 4.264 10
5.724 5.406 4.867 10
5.518 5.26 5.7 10
4.872 5.092 6.447 10
4.05 5.157 7.22 10
3.818 5.453 6.876 10
3.919 5.801 6.411 10
4.46 6.169 6.033 10
5.164 6.311 5.54 10
5.659 6.133 5.305 10
5.731 5.82 5.236 10
5.7 5.585 5.264 10
5.506 5.578 5.408 11
5.312 5.614 5.537 9
5.252 5.71 5.619 10
5.295 5.726 5.602 11
5.394 5.71 5.533 9
5.492 5.65 5.477 10
5.559 5.623 5.398 10
5.571 5.614 5.31 10
5.528 5.638 5.274 11
5.489 5.614 5.24 9
5.427 5.521 5.226 11
5.42 5.41 5.221 10
5.427 5.262 5.288 10
5.43 5.161 5.353 10
5.525 5.19 5.571 10
5.602 5.245 5.772 9
5.664 5.339 5.901 10
5.691 5.389 6.047 10
5.635 5.372 6.047 10
5.523 5.327 6.112 10
5.351 5.31 6.212 11
5.214 5.336 6.296 9
5.063 5.339 6.488 10
4.989 5.343 6.631 11
4.939 5.243 6.904 9
4.96 5.135 7.225 10
4.996 5.051 7.438 10
5.157 5.037 7.496 10
5.281 4.929 7.146 11
5.334 4.829 6.749 9
5.037 4.244 6.691 10
4.616 3.591 6.789 10
3.73 2.782 7.513 10
2.803 1.965 8.669 11
2.226 1.632 9.485 9
1.833 1.673 10.031 10
1.977 2.039 10.194 10
2.408 2.612 9.708 10
2.93 3.165 9.255 10
3.268 3.344 9.074 10
3.629 3.438 8.935 11
3.835 3.296 8.901 10
3.95 3.174 8.834 10
4.127 3.066 8.712 10
4.28 3.045 8.547 10
4.314 3.055 8.487 10
4.328 3.071 8.427 10
4.28 3.074 8.422 10
4.187 3.122 8.233 10
4.122 3.174 8.049 10
3.902 3.282 7.824 10
3.509 3.579 7.721 10
3.162 3.83 7.802 10
2.595 4.285 7.96 10
2.006 4.853 8.125 10
1.589 5.231 8.169 10
1.077 5.707 8.063 10
0.785 5.98 7.881 10
0.579 6.121 7.529 10
0.237 6.311 7.029 10
-0.009 6.402 6.677 10
-0.466 6.641 6.268 10
-0.814 6.837 6.062 10
-1.216 7.196 5.98 10
-1.685 7.663 5.825 10
-1.944 7.982 5.726 10
-2.231 8.274 5.434 10
-2.305 8.315 4.953 10
-2.312 8.248 4.546 10
-2.387 8.204 4.024 10
-2.432 8.188 3.696 10
-2.619 8.252 3.624 10
-2.873 8.315 3.756 10
-3.059 8.353 4.003 10
-3.217 8.382 4.321 10
-3.256 8.37 4.596 10
-3.21 8.365 4.632 10
-3.241 8.331 4.704 10
-3.301 8.307 4.704 10
-3.387 8.219 4.788 10
-3.457 8.09 4.91 10
-3.45 7.989 4.996 10
-3.392 7.924 4.967 10
-3.308 7.924 4.855 10
-3.275 8.032 4.781 10
-3.239 8.121 4.75 10
-3.253 8.173 4.833 10
-3.292 8.169 5.025 10
-3.313 8.092 5.176 10
-3.289 7.987 5.307 10
-3.318 7.814 5.537 10
-3.323 7.699 5.659 10
-3.402 7.582 5.872 10
-3.627 7.407 6.251 10
-3.799 7.299 6.531 10
-4.072 7.043 7.12 10
-4.271 6.789 7.618 10
-4.323 6.536 8.166 10
-4.129 6.212 8.657 10
-3.835 6.038 8.839 10
-3.153 5.93 8.916 10
-2.518 5.928 8.753 10
-1.896 5.973 8.561 10
-1.218 5.865 8.322 10
-0.928 5.691 8.188 10
-0.646 5.396 7.946 10
-0.598 5.123 7.79 10
-0.701 4.967 7.594 10
-0.95 4.841 7.386 10
-1.192 4.833 7.285 10
-1.522 4.939 7.117 10
-1.879 5.176 6.95 10
-2.09 5.384 6.794 10
-2.437 5.65 6.78 10
-2.695 5.803 6.833 10
-2.794 5.892 6.928 10
-2.906 5.966 7.117 10
-2.882 5.983 7.165 11
-2.887 6.071 7.06 9
-2.93 6.129 7.0 10
-3.05 6.495 6.88 10
-3.107 7.077 6.708 10
-3.136 7.587 6.689 10
-3.239 8.104 6.677 10
-3.224 8.408 6.655 10
-3.272 8.497 6.687 10
-3.126 8.801 6.845 10
-2.906 9.097 6.995 10
-2.64 9.258 6.964 10
-2.377 9.291 6.933 14
-2.308 9.109 6.775 6
-2.245 8.877 6.675 10
-2.255 8.7 6.732 10
-2.269 8.499 6.809 11
-2.123 8.118 6.725 9
-1.97 7.788 6.584 10
-1.69 7.244 6.344 10
-1.46 6.739 6.11 10
-1.391 6.414 6.035 14
-1.496 6.05 6.126 6
-1.728 5.899 6.315 10
-2.039 5.774 6.667 10
-2.403 5.468 7.11 10
-2.592 5.2 7.388 10
-2.806 4.707 7.654 10
-2.882 4.299 7.733 10
-2.873 3.995 7.63 10
-2.875 3.574 7.517 10
-2.853 3.378 7.417 10
-2.949 3.117 7.357 10
-3.095 2.949 7.378 10
-3.229 2.899 7.41 10
-3.397 2.71 7.501 10
-3.447 2.585 7.551 10
-3.555 2.327 7.762 10
-3.703 2.073 8.061 10
-3.818 1.958 8.3 10
-4.031 1.793 8.631 10
-4.17 1.747 8.81 10
-4.683 1.584 8.997 10
-4.989 1.434 8.987 13
-5.197 1.333 8.887 7
-5.501 1.45 8.599 10
-5.367 1.752 8.226 10
-5.439 2.042 8.049 10
-5.533 2.315 7.783 10
-5.53 2.37 7.704 10
-5.461 2.334 7.405 10
-5.465 2.319 7.077 10
-5.449 2.322 6.837 10
-5.528 2.456 6.596 10
-5.698 2.609 6.564 10
-5.94 2.76 6.679 10
-6.162 2.894 6.84 10
-6.289 2.896 7.003 10
-6.284 2.937 7.103 10
-6.165 3.153 7.331 10
-6.064 3.385 7.513 10
-6.059 3.749 7.963 10
-6.186 4.074 8.475 10
-6.342 4.321 9.09 10
-6.378 4.46 9.967 10
-6.318 4.467 10.575 10
-6.035 4.268 11.238 10
-5.693 3.955 11.554 10
-5.145 3.569 11.449 10
-4.304 3.248 11.173 10
-3.687 3.134 10.843 10
-2.786 3.224 10.477 10
-2.212 3.495 10.271 10
-1.891 3.78 10.153 10
-1.611 4.122 10.125 10
-1.613 4.259 10.132 10
-1.525 4.558 9.926 10
-1.376 4.601 9.873 10
-1.187 4.587 9.732 10
-0.854 4.326 9.509 10
