,x,y,z,label
0,0.23403745607363136,0.5503678532898937,0.3714397731753287,0
1,0.29013023015798967,0.5380702066501788,0.30143485734657394,0
2,0.32735066903639565,0.5314266504195283,0.26300662695547056,0
3,0.3399322258403639,0.5276101393934098,0.2558571887431725,0
4,0.33626260510587314,0.5212492876832124,0.28147600900390823,0
5,0.3198366837229147,0.5181395379582271,0.3270536776073097,0
6,0.29397459473697996,0.5161606063150546,0.3791849979053185,0
7,0.2747527718420285,0.5093756978241774,0.4140385091902726,0
8,0.271782126485536,0.5052764822776057,0.41642165526103897,0
9,0.28768381633499585,0.49340289241857066,0.3940796608476064,0
10,0.3131964176319314,0.4809638935186291,0.35297039112689105,0
11,0.3458735165533489,0.4671113720164215,0.3270536776073097,0
12,0.37383253167327823,0.44873557818696247,0.3234789585011604,0
13,0.38309395543175495,0.43827551093019346,0.3443314866203639,0
14,0.3801233100752624,0.4297943753165969,0.38127025071723875,0
15,0.3437765904193542,0.4280981481938777,0.4384657564156254,0
16,0.3119732107204345,0.4307838411381832,0.47331926770057947,0
17,0.2654913480835519,0.4341762953836218,0.5096622452797626,0
18,0.23124155456163842,0.4355898179858879,0.5296210936224288,0
19,0.22564975153765254,0.4355898179858879,0.5168116834920612,0
20,0.24294939214310884,0.4375687496290604,0.478979239618649,0
21,0.2747527718420285,0.4389822722313265,0.43995522270985393,0
22,0.3245547675244027,0.440961203874499,0.3940796608476064,0
23,0.36509533944830036,0.4436468968188046,0.36280086866880157,0
24,0.38938473383373895,0.43728604510860714,0.3642903349630301,0
25,0.3993451329702139,0.4254124552495721,0.39348387432991516,0
26,0.39148165996773365,0.4129734563496306,0.42923106539140654,0
27,0.38309395543175495,0.40208933231218175,0.4477004474398442,0
28,0.368415472493792,0.39841417354628994,0.4584246047582916,0
29,0.37138611785028447,0.42611921655070517,0.383355503529159,0
30,0.44198263102810614,0.4555204866778397,0.2609213741435503,0
31,0.495104759755972,0.4775714392731905,0.15874398635945344,0
32,0.5482268884838378,0.4994810396083148,0.05686449183420216,0
33,0.5746132090032711,0.48223606386066864,0.01694679514886975,0
34,0.5331989178568758,0.4632948609903031,0.02469201987886007,0
35,0.6106104409701801,0.42781544367342444,0.006818424348114111,0
36,0.6880219640834847,0.39219467409631914,-0.011055171182631848,0
37,0.6132315986376736,0.40647125237920656,0.08814328401300746,0
38,0.7165052107369126,0.3841375952634025,0.1444451099348568,0
39,0.7189516245599066,0.3841375952634025,0.22308893027013815,0
40,0.33835953123986784,0.4666873152357417,0.5111517115739916,0
41,0.13321025779738607,0.512768152069616,0.6779719365276193,0
42,-0.267826865329101,0.4632948609903031,1.015484998799869,0
